Metric_Timestamp	Disk_Space_Usage_MB	Memory_Space_Usage_MB	CPU_Utilization_Pct	Temperature_C	server_health_status
2025-03-13 21:01:28	772243	626781	40.82	63.06	Moderate
2025-03-13 21:11:28	775080	616186	41.38	61.16	Moderate
2025-03-13 21:21:28	777073	590897	41.66	61.42	Moderate
2025-03-14 00:42:51	664137	587547	42.20	62.52	Good
2025-03-14 00:52:51	661919	585150	40.51	61.16	Good
2025-03-14 01:02:51	660314	596770	41.18	59.59	Good
2025-03-14 01:12:51	659076	595731	36.68	60.95	Good
2025-03-14 01:22:51	656474	610561	39.95	60.75	Good
2025-03-14 01:32:51	660641	589092	33.69	56.64	Good
2025-03-14 01:42:51	661682	600826	39.40	60.90	Good
2025-03-14 01:52:51	662557	607492	36.70	58.60	Good
2025-03-14 02:02:51	664115	586072	34.09	58.37	Good
2025-03-14 02:12:51	657940	581951	33.79	58.72	Good
2025-03-14 02:22:51	658215	601926	37.63	60.92	Good
2025-03-14 02:32:51	657956	593382	42.08	62.54	Good
2025-03-14 04:40:29	374048	681900	25.37	54.90	Good
2025-03-14 04:50:29	378763	707123	18.20	54.12	Good
2025-03-14 05:00:29	378865	679459	22.75	54.74	Good
2025-03-14 05:10:29	377892	704822	21.65	53.48	Good
2025-03-14 05:20:29	369514	692997	17.67	52.33	Good
2025-03-14 05:30:29	372426	706401	25.37	55.82	Good
2025-03-14 05:40:29	376727	699293	18.70	51.92	Good
2025-03-14 05:50:29	376661	687830	23.32	52.97	Good
2025-03-14 06:00:29	374284	691153	22.58	55.10	Good
2025-03-14 06:10:29	375676	673057	23.15	55.57	Good
2025-03-14 06:20:29	377279	708107	23.02	53.64	Good
2025-03-14 06:30:29	372315	696820	17.95	52.51	Good
2025-03-14 06:40:29	371740	697688	24.61	56.19	Good
2025-03-14 06:50:29	378962	709663	21.06	53.15	Good
2025-03-14 07:00:29	377224	675447	24.80	52.94	Good
2025-03-14 07:10:29	370676	708413	19.70	54.37	Good
2025-03-14 07:20:29	376351	704826	26.91	55.26	Good
2025-03-14 07:30:29	373914	682881	22.51	52.04	Good
2025-03-14 07:40:29	376598	693189	17.81	52.52	Good
2025-03-14 10:50:40	320087	723190	25.04	56.57	Good
2025-03-14 11:00:40	324595	708380	24.69	54.16	Good
2025-03-14 11:10:40	326622	736701	28.26	56.83	Good
2025-03-14 11:20:40	327976	711316	31.62	58.66	Good
2025-03-14 11:30:40	329225	722944	26.66	55.88	Good
2025-03-14 11:40:40	325274	708421	27.10	55.11	Good
2025-03-14 11:50:40	324767	719907	30.09	55.61	Good
2025-03-14 12:00:40	322469	700525	26.35	57.27	Good
2025-03-14 12:10:40	327460	710119	29.75	55.60	Good
2025-03-14 12:20:40	329195	704137	30.64	57.59	Good
2025-03-14 12:30:40	325542	730222	24.76	56.34	Good
2025-03-14 12:40:40	326149	711746	24.48	53.92	Good
2025-03-14 12:50:40	324015	712535	32.59	58.54	Good
2025-03-14 13:00:40	326363	701448	32.54	59.06	Good
2025-03-14 13:10:40	326628	722307	25.73	56.01	Good
2025-03-14 13:20:40	323833	715562	34.21	60.66	Good
2025-03-14 13:30:40	326810	706607	28.21	56.59	Good
2025-03-14 13:40:40	320241	739808	27.54	54.82	Good
2025-03-14 13:50:40	326007	712384	33.83	58.79	Good
2025-03-14 14:00:40	321709	718810	32.52	57.85	Good
2025-03-14 14:10:40	321475	727983	27.24	56.01	Good
2025-03-14 14:20:40	321141	716293	29.44	57.80	Good
2025-03-14 14:30:40	328257	725340	30.98	58.67	Good
2025-03-14 14:40:40	327052	707209	31.39	56.53	Good
2025-03-14 14:50:40	320755	700171	26.01	57.14	Good
2025-03-14 15:00:40	320703	722031	29.93	55.86	Good
2025-03-14 15:10:40	324230	703101	33.01	57.86	Good
2025-03-14 16:03:21	376891	603923	32.87	59.50	Good
2025-03-14 16:13:21	375364	588634	40.63	59.95	Good
2025-03-14 16:23:21	376991	589240	40.29	62.61	Good
2025-03-14 16:33:21	371374	584023	33.42	58.96	Good
2025-03-14 16:43:21	374686	580621	34.30	58.65	Good
2025-03-14 16:53:21	378577	590283	38.57	61.21	Good
2025-03-14 17:03:21	373031	601428	34.59	60.35	Good
2025-03-14 17:13:21	371693	580171	33.46	60.30	Good
2025-03-14 17:23:21	378676	574703	35.50	58.20	Good
2025-03-14 17:33:21	371223	587986	39.64	59.12	Good
2025-03-14 17:43:21	372619	583712	40.89	60.15	Good
2025-03-14 17:53:21	374991	597319	33.65	59.19	Good
2025-03-14 18:03:21	378023	572736	31.73	59.35	Good
2025-03-14 18:13:21	379148	576718	38.66	58.97	Good
2025-03-14 18:23:21	379811	577256	37.71	59.88	Good
2025-03-14 18:33:21	380826	587190	38.37	58.36	Good
2025-03-14 18:43:21	372702	594427	33.65	59.34	Good
2025-03-14 18:53:21	373749	589122	31.68	58.77	Good
2025-03-14 19:03:21	377607	601977	36.51	58.59	Good
2025-03-14 22:35:05	631773	545621	27.79	57.71	Good
2025-03-14 22:45:05	624590	550247	24.18	53.26	Good
2025-03-14 22:55:05	629160	547433	30.01	55.90	Good
2025-03-14 23:05:05	628508	556914	24.59	54.59	Good
2025-03-14 23:15:05	630339	523048	28.36	55.12	Good
2025-03-14 23:25:05	627176	542838	30.26	57.04	Good
2025-03-14 23:35:05	626175	539943	23.80	55.47	Good
2025-03-14 23:45:05	626676	529973	24.89	53.09	Good
2025-03-14 23:55:05	625531	554768	29.08	57.66	Good
2025-03-15 00:05:05	628583	523809	31.46	57.00	Good
2025-03-15 00:15:05	623568	539947	29.07	56.79	Good
2025-03-15 00:25:05	631265	548495	25.39	56.92	Good
2025-03-15 00:35:05	626461	548780	29.73	55.34	Good
2025-03-15 00:45:05	624166	540085	22.35	54.19	Good
2025-03-15 02:53:53	337776	618800	28.41	55.33	Good
2025-03-15 03:03:53	343207	615654	31.62	57.58	Good
2025-03-15 03:13:53	336139	652005	36.56	59.90	Good
2025-03-15 03:23:53	335011	645366	35.26	61.02	Good
2025-03-15 03:33:53	334740	621356	34.37	58.64	Good
2025-03-15 03:43:53	342759	614631	31.91	58.52	Good
2025-03-15 03:53:53	339187	647685	32.78	58.24	Good
2025-03-15 04:03:53	340730	636900	27.45	55.99	Good
2025-03-15 04:13:53	343229	631532	36.90	59.82	Good
2025-03-15 04:23:53	335885	632252	28.36	55.92	Good
2025-03-15 04:33:53	343238	631080	30.48	57.09	Good
2025-03-15 04:43:53	339536	651891	30.83	57.13	Good
2025-03-15 04:53:53	341803	651090	29.56	55.98	Good
2025-03-15 05:03:53	341346	627268	35.23	59.65	Good
2025-03-15 05:13:53	340484	633785	36.00	58.82	Good
2025-03-15 05:23:53	337177	616094	27.24	57.20	Good
2025-03-15 05:33:53	341269	640569	34.61	59.04	Good
2025-03-15 05:43:53	337097	636153	27.38	55.25	Good
2025-03-15 05:53:53	338739	622979	31.60	56.81	Good
2025-03-15 07:22:55	618952	498602	37.84	61.86	Good
2025-03-15 07:32:55	617948	501443	40.39	60.93	Good
2025-03-15 07:42:55	615578	534310	35.92	60.11	Good
2025-03-15 07:52:55	622583	531826	38.19	60.59	Good
2025-03-15 08:02:55	623975	495285	35.61	57.86	Good
2025-03-15 08:12:55	622944	508536	42.79	62.78	Good
2025-03-15 08:22:55	619863	526728	35.43	59.70	Good
2025-03-15 08:32:55	619963	532315	43.51	62.46	Good
2025-03-15 08:42:55	621276	521016	36.92	60.63	Good
2025-03-15 08:52:55	615670	519527	42.09	60.51	Good
2025-03-15 09:02:55	618341	499573	35.94	58.07	Good
2025-03-15 09:12:55	616768	527932	39.62	61.15	Good
2025-03-15 09:22:55	622747	501871	40.36	60.17	Good
2025-03-15 09:32:55	623574	518591	34.78	57.91	Good
2025-03-15 09:42:55	617996	528715	40.49	62.28	Good
2025-03-15 09:52:55	615892	504274	37.33	60.08	Good
2025-03-15 10:02:55	617722	509325	41.53	61.80	Good
2025-03-15 10:12:55	623350	527444	34.23	58.99	Good
2025-03-15 10:22:55	619324	505669	41.02	61.01	Good
2025-03-15 10:32:55	617461	528318	43.53	63.78	Good
2025-03-15 10:42:55	618694	520426	37.25	57.97	Good
2025-03-15 10:52:55	617479	508332	41.97	61.76	Good
2025-03-15 11:02:55	620037	529865	34.04	58.48	Good
2025-03-15 11:12:55	622356	518127	33.97	57.05	Good
2025-03-15 11:22:55	623827	498684	41.55	62.79	Good
2025-03-15 11:32:55	622105	534540	41.31	59.54	Good
2025-03-15 11:42:55	623101	504344	35.59	58.73	Good
2025-03-15 11:52:55	615223	511706	37.86	58.34	Good
2025-03-15 12:02:55	623905	496125	36.78	60.42	Good
2025-03-15 12:12:55	618308	531629	43.55	60.45	Good
2025-03-15 12:22:55	616780	501540	43.02	64.09	Good
2025-03-15 12:32:55	615811	517567	34.20	58.23	Good
2025-03-15 12:42:55	619025	525306	36.42	61.32	Good
2025-03-15 12:52:55	617967	510050	35.97	61.00	Good
2025-03-15 16:30:47	588053	723648	21.38	52.69	Good
2025-03-15 16:40:47	586725	731271	23.27	55.53	Good
2025-03-15 16:50:47	594402	708482	26.30	54.64	Good
2025-03-15 17:00:47	587208	713036	28.50	58.10	Good
2025-03-15 17:10:47	595877	720608	24.86	54.11	Good
2025-03-15 17:20:47	589824	735111	24.59	53.15	Good
2025-03-15 17:30:47	587277	711457	22.73	52.41	Good
2025-03-15 17:40:47	591757	731867	29.46	56.26	Good
2025-03-15 17:50:47	595398	712106	25.06	56.28	Good
2025-03-15 18:00:47	593885	730872	25.41	56.03	Good
2025-03-15 18:10:47	589398	730818	30.50	55.96	Good
2025-03-15 18:20:47	590794	721137	29.69	54.99	Good
2025-03-15 18:30:47	588495	712425	25.63	53.67	Good
2025-03-15 18:40:47	595145	743025	29.97	56.77	Good
2025-03-15 18:50:47	592601	712538	25.17	56.31	Good
2025-03-15 19:00:47	595502	706433	27.22	53.91	Good
2025-03-15 19:10:47	592302	740860	27.24	55.55	Good
2025-03-15 19:20:47	592162	735052	21.40	54.97	Good
2025-03-15 19:30:47	593905	709468	29.83	58.52	Good
2025-03-15 19:40:47	587419	703100	20.79	53.41	Good
2025-03-15 19:50:47	592581	736955	23.98	56.30	Good
2025-03-15 20:00:47	589777	739718	21.16	51.81	Good
2025-03-15 20:10:47	592071	713078	30.14	55.22	Good
2025-03-16 00:15:43	660035	496131	36.44	61.07	Good
2025-03-16 00:25:43	662729	519617	35.23	58.09	Good
2025-03-16 00:35:43	658564	500889	32.69	57.15	Good
2025-03-16 00:45:43	662066	508087	36.14	60.37	Good
2025-03-16 00:55:43	654937	507939	40.76	62.59	Good
2025-03-16 01:05:43	661588	494498	41.26	60.02	Good
2025-03-16 01:15:43	658439	503903	38.80	62.09	Good
2025-03-16 01:25:43	653940	514887	39.01	61.70	Good
2025-03-16 01:35:43	663293	486266	34.13	58.14	Good
2025-03-16 01:45:43	662241	497901	39.88	59.14	Good
2025-03-16 01:55:43	660162	506994	36.62	59.26	Good
2025-03-16 02:05:43	661512	516487	41.22	59.86	Good
2025-03-16 02:15:43	659768	492019	38.83	59.96	Good
2025-03-16 02:25:43	655136	498192	41.65	63.57	Good
2025-03-16 02:35:43	655947	518232	42.08	61.07	Good
2025-03-16 02:45:43	660089	494170	37.90	59.51	Good
2025-03-16 02:55:43	662520	508854	41.32	59.77	Good
2025-03-16 03:05:43	658365	489605	35.34	59.10	Good
2025-03-16 03:15:43	663334	485087	40.64	59.32	Good
2025-03-16 03:25:43	662147	509951	37.23	58.66	Good
2025-03-16 03:35:43	658869	518035	40.53	62.10	Good
2025-03-16 03:45:43	662377	505886	35.58	59.20	Good
2025-03-16 03:55:43	655248	519186	35.31	58.16	Good
2025-03-16 04:05:43	656606	495677	32.84	59.99	Good
2025-03-16 04:15:43	661780	511416	41.79	60.37	Good
2025-03-16 04:25:43	654364	514139	34.43	60.47	Good
2025-03-16 04:35:43	662477	491146	34.88	57.94	Good
2025-03-16 04:45:43	662970	487262	41.80	61.55	Good
2025-03-16 04:55:43	656247	507641	34.94	57.89	Good
2025-03-16 05:05:43	660397	487725	39.32	60.11	Good
2025-03-16 05:15:43	662564	499049	36.71	59.68	Good
2025-03-16 05:25:43	660448	493201	38.58	59.61	Good
2025-03-16 09:11:04	602296	555976	34.35	58.22	Good
2025-03-16 09:21:04	604074	540757	33.99	57.32	Good
2025-03-16 09:31:04	599864	554970	34.42	58.02	Good
2025-03-16 09:41:04	604712	548718	40.58	62.35	Good
2025-03-16 09:51:04	608433	544453	38.73	59.33	Good
2025-03-16 10:01:04	608519	565343	37.46	61.21	Good
2025-03-16 10:11:04	600740	565853	34.49	58.24	Good
2025-03-16 10:21:04	603642	538255	37.05	58.29	Good
2025-03-16 10:31:04	601890	536300	35.20	59.81	Good
2025-03-16 10:41:04	601039	535515	39.18	61.47	Good
2025-03-16 10:51:04	602186	537808	32.97	59.16	Good
2025-03-16 11:01:04	601951	565061	39.92	60.72	Good
2025-03-16 11:11:04	607557	549260	37.52	59.50	Good
2025-03-16 11:21:04	607259	558005	32.13	57.15	Good
2025-03-16 11:31:04	608682	550555	35.27	58.33	Good
2025-03-16 11:41:04	601618	554151	37.19	59.78	Good
2025-03-16 11:51:04	602482	535996	38.79	59.98	Good
2025-03-16 12:01:04	600489	547254	35.48	57.95	Good
2025-03-16 12:11:04	606354	547699	39.33	62.24	Good
2025-03-16 12:21:04	607381	555219	33.58	60.24	Good
2025-03-16 12:31:04	603928	544848	39.25	60.17	Good
2025-03-16 12:41:04	600051	562684	37.39	58.53	Good
2025-03-16 12:51:04	599519	557896	34.04	58.25	Good
2025-03-16 13:01:04	599327	563594	36.61	59.12	Good
2025-03-16 13:11:04	603184	555063	40.51	59.30	Good
2025-03-16 13:21:04	606362	563049	39.76	62.22	Good
2025-03-16 13:31:04	603130	567115	40.75	63.00	Good
2025-03-16 13:41:04	604140	563674	39.58	61.62	Good
2025-03-16 13:51:04	599589	559071	36.22	61.44	Good
2025-03-16 14:01:04	603417	553141	41.88	61.85	Good
2025-03-16 14:11:04	607184	557239	40.62	60.24	Good
2025-03-16 14:21:04	604200	567028	33.85	60.53	Good
2025-03-16 16:37:40	666274	726750	26.96	54.96	Good
2025-03-16 16:47:40	661029	705530	27.60	57.20	Good
2025-03-16 16:57:40	662631	736718	20.91	54.69	Good
2025-03-16 17:07:40	668593	726587	24.23	54.59	Good
2025-03-16 17:17:40	667915	718218	21.59	54.66	Good
2025-03-16 17:27:40	659970	740265	23.01	54.77	Good
2025-03-16 17:37:40	668031	716662	27.57	57.93	Good
2025-03-16 17:47:40	666206	705672	22.58	52.47	Good
2025-03-16 17:57:40	661757	714117	26.04	55.36	Good
2025-03-16 18:07:40	664262	717910	23.00	53.64	Good
2025-03-16 18:17:40	661413	730452	23.96	53.10	Good
2025-03-16 18:27:40	665411	713576	27.68	55.99	Good
2025-03-16 18:37:40	664113	726298	22.84	53.45	Good
2025-03-16 19:24:06	550504	609598	36.77	59.58	Good
2025-03-16 19:34:06	551208	618929	39.03	62.37	Good
2025-03-16 19:44:06	550299	602744	38.15	60.07	Good
2025-03-16 19:54:06	552254	614228	33.36	56.47	Good
2025-03-16 20:04:06	555593	601867	31.40	58.21	Good
2025-03-16 20:14:06	554664	592525	31.34	57.88	Good
2025-03-16 20:24:06	549608	600950	30.54	57.54	Good
2025-03-16 20:34:06	555928	615477	36.40	58.57	Good
2025-03-16 20:44:06	548410	590047	40.03	59.61	Good
2025-03-16 20:54:06	555694	592657	36.36	58.62	Good
2025-03-16 21:04:06	547745	591862	36.89	59.69	Good
2025-03-16 21:14:06	554222	608550	39.16	58.67	Good
2025-03-16 21:24:06	548691	584758	30.75	56.89	Good
2025-03-16 21:34:06	556436	606858	39.17	58.96	Good
2025-03-16 21:44:06	549259	1214660	74.02	57.11	Moderate
2025-03-16 21:54:06	554499	621593	34.41	58.33	Good
2025-03-16 22:04:06	547395	593425	36.70	57.80	Good
2025-03-16 22:14:06	548562	591236	37.02	59.17	Good
2025-03-16 23:43:29	618593	779371	35.39	58.44	Good
2025-03-16 23:53:29	619682	786413	27.89	56.37	Good
2025-03-17 00:03:29	616498	791601	29.75	55.38	Good
2025-03-17 00:13:29	609942	791920	31.36	58.34	Good
2025-03-17 00:23:29	611758	783138	26.10	55.59	Good
2025-03-17 00:33:29	615046	785743	31.56	57.54	Good
2025-03-17 00:43:29	618277	798834	27.70	54.70	Good
2025-03-17 00:53:29	609908	809794	35.19	57.36	Good
2025-03-17 01:03:29	618803	791547	35.95	59.08	Good
2025-03-17 01:13:29	611858	807433	33.48	59.22	Good
2025-03-17 01:23:29	613723	807642	30.78	55.76	Good
2025-03-17 01:33:29	619586	783787	28.79	54.79	Good
2025-03-17 01:43:29	614260	792303	31.89	59.11	Good
2025-03-17 01:53:29	617146	774927	32.89	58.64	Good
2025-03-17 02:03:29	615750	802709	27.77	57.50	Good
2025-03-17 02:13:29	613896	796339	35.42	58.50	Good
2025-03-17 02:23:29	615644	779360	33.79	59.33	Good
2025-03-17 02:33:29	617521	792229	30.01	57.55	Good
2025-03-17 02:43:29	612500	795646	31.51	56.90	Good
2025-03-17 02:53:29	611215	771972	32.19	58.97	Good
2025-03-17 03:03:29	613439	779442	28.40	56.46	Good
2025-03-17 03:13:29	611292	803660	29.59	56.90	Good
2025-03-17 03:23:29	611962	785851	28.31	56.39	Good
2025-03-17 03:33:29	610623	805351	32.19	58.28	Good
2025-03-17 03:43:29	615358	808252	29.60	56.30	Good
2025-03-17 03:53:29	615677	795301	26.29	53.86	Good
2025-03-17 04:03:29	617387	793909	33.30	60.24	Good
2025-03-17 04:13:29	619157	804182	34.85	58.13	Good
2025-03-17 04:23:29	616079	792503	30.39	55.78	Good
2025-03-17 04:33:29	617614	788419	26.52	55.64	Good
2025-03-17 06:37:32	819289	789441	22.79	55.57	Moderate
2025-03-17 06:47:32	815525	777834	19.33	54.51	Moderate
2025-03-17 06:57:32	817754	781908	20.91	54.59	Moderate
2025-03-17 07:07:32	818065	770557	23.35	54.66	Moderate
2025-03-17 07:17:32	815262	770554	24.70	55.16	Moderate
2025-03-17 07:27:32	812292	784915	17.85	53.37	Moderate
2025-03-17 07:37:32	817851	765943	22.03	54.54	Moderate
2025-03-17 07:47:32	816036	776225	17.40	53.46	Moderate
2025-03-17 07:57:32	818574	774372	17.96	52.20	Moderate
2025-03-17 08:07:32	813291	784194	20.24	53.97	Moderate
2025-03-17 08:17:32	816638	763670	24.79	53.99	Moderate
2025-03-17 08:27:32	816903	771612	19.75	54.38	Moderate
2025-03-17 08:37:32	814250	782464	17.67	50.61	Moderate
2025-03-17 08:47:32	819827	775266	25.64	57.00	Moderate
2025-03-17 08:57:32	818628	763851	17.27	52.62	Moderate
2025-03-17 09:07:32	817120	789014	20.95	52.44	Moderate
2025-03-17 09:17:32	817900	788782	23.52	52.66	Moderate
2025-03-17 09:27:32	817829	771661	24.76	53.62	Moderate
2025-03-17 09:37:32	814668	759811	20.29	52.75	Moderate
2025-03-17 09:47:32	810702	782737	21.47	54.18	Moderate
2025-03-17 09:57:32	810934	767555	22.95	53.43	Moderate
2025-03-17 10:07:32	812924	776298	21.28	53.21	Moderate
2025-03-17 10:17:32	818864	790598	19.93	52.27	Moderate
2025-03-17 10:27:32	810675	785549	19.24	51.98	Moderate
2025-03-17 10:37:32	811843	786243	25.76	54.94	Moderate
2025-03-17 10:47:32	813424	796485	17.93	50.41	Moderate
2025-03-17 10:57:32	818105	792732	23.92	55.90	Moderate
2025-03-17 11:07:32	819336	770752	22.04	54.66	Moderate
2025-03-17 11:17:32	816527	761733	19.16	52.00	Moderate
2025-03-17 11:27:32	812915	773393	25.69	56.92	Moderate
2025-03-17 11:37:32	814092	792673	23.45	55.29	Moderate
2025-03-17 11:47:32	812304	786841	26.74	57.66	Moderate
2025-03-17 11:57:32	814459	791339	18.89	52.90	Moderate
2025-03-17 12:07:32	811058	778904	20.08	52.78	Moderate
2025-03-17 12:17:32	813258	772196	23.52	54.43	Moderate
2025-03-17 14:51:27	509096	733362	25.09	54.70	Good
2025-03-17 15:01:27	505281	718576	21.51	53.06	Good
2025-03-17 15:11:27	501864	714721	23.72	54.92	Good
2025-03-17 15:21:27	507699	709249	17.35	51.60	Good
2025-03-17 15:31:27	502544	721761	24.73	56.11	Good
2025-03-17 15:41:27	502784	738537	25.12	53.76	Good
2025-03-17 15:51:27	506646	745505	22.98	55.90	Good
2025-03-17 16:01:27	504664	746798	22.04	55.25	Good
2025-03-17 16:11:27	508886	734434	21.74	51.77	Good
2025-03-17 16:21:27	504151	746670	23.27	53.37	Good
2025-03-17 16:31:27	502501	742235	18.03	51.64	Good
2025-03-17 16:41:27	504898	734222	25.18	53.91	Good
2025-03-17 16:51:27	502526	708160	22.45	55.04	Good
2025-03-17 17:01:27	505918	737165	24.20	55.81	Good
2025-03-17 17:11:27	504854	743363	16.27	50.99	Good
2025-03-17 17:21:27	501541	731967	20.94	53.95	Good
2025-03-17 17:31:27	507339	734641	21.06	53.03	Good
2025-03-17 17:41:27	507870	707958	19.68	54.81	Good
2025-03-17 17:51:27	508335	746188	16.82	51.06	Good
2025-03-17 18:01:27	504503	745943	20.31	53.99	Good
2025-03-17 18:11:27	505257	746717	17.88	50.73	Good
2025-03-17 18:21:27	504344	746761	15.41	51.81	Good
2025-03-17 18:31:27	506933	712613	21.14	54.61	Good
2025-03-17 18:41:27	504335	719874	23.56	53.22	Good
2025-03-17 18:51:27	499647	745319	22.42	53.88	Good
2025-03-17 19:01:27	506711	725756	17.42	50.58	Good
2025-03-17 19:11:27	504746	728967	18.95	52.85	Good
2025-03-17 19:21:27	501249	727671	22.15	52.11	Good
2025-03-17 20:59:16	540285	546919	34.18	60.28	Good
2025-03-17 21:09:16	540713	555034	31.33	56.23	Good
2025-03-17 21:19:16	538444	536280	33.91	59.26	Good
2025-03-17 21:29:16	543636	562300	32.96	59.21	Good
2025-03-17 21:39:16	534688	544703	35.42	60.14	Good
2025-03-17 21:49:16	539886	535868	32.48	56.42	Good
2025-03-17 21:59:16	538018	534087	31.81	56.12	Good
2025-03-17 22:09:16	538172	544826	30.96	58.53	Good
2025-03-17 22:19:16	542322	551828	32.93	56.50	Good
2025-03-17 22:29:16	537023	557176	29.79	55.88	Good
2025-03-17 22:39:16	541359	524928	33.31	59.50	Good
2025-03-17 22:49:16	534618	539436	37.10	59.83	Good
2025-03-17 22:59:16	539890	524297	31.38	59.21	Good
2025-03-17 23:09:16	534616	533708	32.54	56.45	Good
2025-03-17 23:19:16	539784	556746	36.68	61.10	Good
2025-03-17 23:29:16	541532	539649	35.42	57.73	Good
2025-03-17 23:39:16	535243	541986	34.73	57.10	Good
2025-03-17 23:49:16	539964	541336	29.68	55.13	Good
2025-03-17 23:59:16	537606	528363	36.35	59.31	Good
2025-03-18 00:09:16	536971	549447	38.04	60.98	Good
2025-03-18 00:19:16	538749	551744	34.37	57.78	Good
2025-03-18 00:29:16	539911	559475	37.67	58.64	Good
2025-03-18 00:39:16	535042	534005	32.42	59.87	Good
2025-03-18 00:49:16	537746	524183	32.05	56.23	Good
2025-03-18 00:59:16	539250	552374	29.91	57.90	Good
2025-03-18 01:09:16	539865	526089	38.09	60.10	Good
2025-03-18 01:19:16	536649	543205	37.24	59.66	Good
2025-03-18 01:29:16	539654	549425	36.97	58.14	Good
2025-03-18 01:39:16	541359	561484	30.08	57.50	Good
2025-03-18 01:49:16	541148	540482	32.71	56.96	Good
2025-03-18 01:59:16	538906	537019	32.09	57.93	Good
2025-03-18 02:09:16	535321	561756	30.69	57.75	Good
2025-03-18 02:19:16	542776	544604	33.06	59.66	Good
2025-03-18 02:29:16	540828	538492	30.81	58.01	Good
2025-03-18 02:39:16	539900	528457	34.96	60.51	Good
2025-03-18 02:49:16	537455	534024	33.45	60.10	Good
2025-03-18 05:13:45	846260	590884	25.97	54.80	Moderate
2025-03-18 05:23:45	850861	567341	24.79	53.14	Moderate
2025-03-18 05:33:45	844934	592948	25.03	53.51	Moderate
2025-03-18 05:43:45	845987	594938	21.21	53.76	Moderate
2025-03-18 05:53:45	850001	599125	26.00	54.70	Moderate
2025-03-18 06:03:45	844920	573515	28.86	57.32	Moderate
2025-03-18 06:13:45	842550	573851	23.76	53.67	Moderate
2025-03-18 06:23:45	848901	574155	23.31	54.37	Moderate
2025-03-18 06:33:45	845807	588126	25.24	54.61	Moderate
2025-03-18 06:43:45	847972	596863	28.78	58.09	Moderate
2025-03-18 06:53:45	846625	600720	22.63	54.29	Moderate
2025-03-18 07:03:45	847827	570976	21.68	52.57	Moderate
2025-03-18 07:13:45	851352	585847	24.50	54.16	Moderate
2025-03-18 07:23:45	846745	586082	25.40	55.10	Moderate
2025-03-18 07:33:45	851833	591408	30.13	58.00	Moderate
2025-03-18 07:43:45	843384	571527	30.12	56.08	Moderate
2025-03-18 07:53:45	849493	574166	21.77	54.89	Moderate
2025-03-18 08:03:45	848642	595545	27.30	55.02	Moderate
2025-03-18 08:13:45	843242	572991	21.11	52.36	Moderate
2025-03-18 08:23:45	843330	579685	28.78	56.29	Moderate
2025-03-18 08:33:45	845323	585440	29.27	58.00	Moderate
2025-03-18 08:43:45	850427	588464	20.62	52.19	Moderate
2025-03-18 08:53:45	847909	598154	22.48	54.65	Moderate
2025-03-18 09:03:45	846428	581055	25.69	54.18	Moderate
2025-03-18 09:13:45	841874	565351	23.86	53.91	Moderate
2025-03-18 09:23:45	846468	600179	25.43	54.60	Moderate
2025-03-18 09:33:45	849724	597174	29.42	58.65	Moderate
2025-03-18 09:43:45	842744	567837	29.57	57.24	Moderate
2025-03-18 09:53:45	845564	592309	28.13	54.65	Moderate
2025-03-18 12:30:49	687185	543236	36.22	59.44	Good
2025-03-18 12:40:49	686930	539211	39.68	59.50	Good
2025-03-18 12:50:49	683654	563766	35.83	57.46	Good
2025-03-18 13:00:49	686900	538789	34.42	57.02	Good
2025-03-18 13:10:49	685429	554611	35.72	58.75	Good
2025-03-18 13:20:49	681698	540673	34.17	58.92	Good
2025-03-18 13:30:49	682157	548466	33.98	58.91	Good
2025-03-18 13:40:49	687618	557118	35.33	59.03	Good
2025-03-18 13:50:49	681995	537728	36.79	60.45	Good
2025-03-18 14:00:49	685722	548932	38.30	60.37	Good
2025-03-18 14:10:49	687898	571510	38.06	61.36	Good
2025-03-18 14:20:49	686520	570854	35.00	57.70	Good
2025-03-18 14:30:49	683598	563853	36.55	60.06	Good
2025-03-18 14:40:49	686546	542954	40.07	62.45	Good
2025-03-18 14:50:49	678761	565680	36.52	60.00	Good
2025-03-18 15:00:49	685368	556966	33.63	59.09	Good
2025-03-18 15:10:49	680290	557324	39.25	61.48	Good
2025-03-18 15:20:49	680981	539106	37.03	60.44	Good
2025-03-18 15:30:49	684658	536876	40.11	62.49	Good
2025-03-18 15:40:49	687028	549139	39.70	60.38	Good
2025-03-18 15:50:49	685175	562353	38.14	62.24	Good
2025-03-18 16:00:49	686141	573622	37.68	60.14	Good
2025-03-18 17:04:44	824168	674118	37.65	61.54	Moderate
2025-03-18 17:14:44	828456	685880	40.68	62.26	Moderate
2025-03-18 17:24:44	824648	697756	37.97	59.09	Moderate
2025-03-18 17:34:44	823249	705255	37.39	59.48	Moderate
2025-03-18 17:44:44	821904	696075	37.46	58.23	Moderate
2025-03-18 17:54:44	826952	710183	39.51	60.58	Moderate
2025-03-18 18:04:44	827877	679889	35.94	58.61	Moderate
2025-03-18 18:14:44	821746	702680	43.59	64.40	Moderate
2025-03-18 18:24:44	821242	682939	43.86	61.14	Moderate
2025-03-18 18:34:44	824534	691870	34.63	57.09	Moderate
2025-03-18 18:44:44	828950	707156	42.99	64.13	Moderate
2025-03-18 18:54:44	827829	704021	40.63	62.03	Moderate
2025-03-18 19:04:44	821287	694962	36.95	59.06	Moderate
2025-03-18 19:14:44	826441	683074	37.04	60.41	Moderate
